country,title,source_file,sentiment
Jamaica,Jamaica_Poised_to_Roll_Out_Jam_Dex_E_Currency_Nationally_20220607,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Jamaica_Poised_to_Roll_Out_Jam_Dex_E_Currency_Nationally_20220607.pdf,0.5866025282946287
Jamaica,A_Bold_Caribbean_Experiment_in_E_Cash_Hits_a_Major_Obstacle_20220221,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/A_Bold_Caribbean_Experiment_in_E_Cash_Hits_a_Major_Obstacle_20220221.pdf,0.58664286021518
Jamaica,NCB_Financial_Group_Ltd-_Annual_Integrated_Report_2025-1-30_WC000000003054893831_20250130,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/NCB_Financial_Group_Ltd-_Annual_Integrated_Report_2025-1-30_WC000000003054893831_20250130.pdf,0.5899190288743247
Jamaica,20250627_N-A-_18_K_2025-06-27,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/20250627_N-A-_18_K_2025-06-27.pdf,0.5987340845004533
Jamaica,Stablecoins_Versus_CBDCs-_Who_Will_Win_the_Digital_Money_Fight__20251027,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Stablecoins_Versus_CBDCs-_Who_Will_Win_the_Digital_Money_Fight__20251027.pdf,0.5814143112848699
Jamaica,Bloomberg_News_2539Z-GR_20230803,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Bloomberg_News_2539Z-GR_20230803.png,0.540661492240984
Jamaica,_No_Cash-_No_Problem_-_Jamaica_Picks_Tagline_for_New_E_Currency_20220218,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/_No_Cash-_No_Problem_-_Jamaica_Picks_Tagline_for_New_E_Currency_20220218.pdf,0.5747320831082141
Jamaica,CI_Galaxy_Solana_ETF-_Prospectus_2025-4-09_MF000000003061694839_20250409,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/CI_Galaxy_Solana_ETF-_Prospectus_2025-4-09_MF000000003061694839_20250409.pdf,0.5656931832900022
Jamaica,Bloomberg_News_-USD_20251027,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Bloomberg_News_-USD_20251027.png,0.5272185265651591
Jamaica,Crunchfish_AB-_Quarterly_2023-5-22_WC000000003012397093_20230522,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Crunchfish_AB-_Quarterly_2023-5-22_WC000000003012397093_20230522.pdf,0.5992212109190804
Jamaica,Transcript-_The_Future_of_Money_20241024,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Transcript-_The_Future_of_Money_20241024.pdf,0.5809040209320443
Jamaica,Jamaica_Offers_Free_Money_to_Digital_Currency_s_First_Adopters_20220310,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Jamaica_Offers_Free_Money_to_Digital_Currency_s_First_Adopters_20220310.pdf,0.5945921185462718
Jamaica,CI_Galaxy_Bitcoin_ETF-_CI_Galaxy_Ethereum_ETF-_CI_Bitcoin_Fund-_CI_Ethereum_Fund-_CI_Galaxy_Multi_Crypto_Navigator_ETF-_CI_Solana_Fund-_Prospectus_2025-6-06_SE000000003066277484_20250606,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/CI_Galaxy_Bitcoin_ETF-_CI_Galaxy_Ethereum_ETF-_CI_Bitcoin_Fund-_CI_Ethereum_Fund-_CI_Galaxy_Multi_Crypto_Navigator_ETF-_CI_Solana_Fund-_Prospectus_2025-6-06_SE000000003066277484_20250606.pdf,0.5748037782819562
Jamaica,20240808_N-A-_18_K_2024-08-08,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/20240808_N-A-_18_K_2024-08-08.pdf,0.6015486110240228
Jamaica,Caribbean_Central_Bank_Completes_Roll_Out_of_Pioneering_E_Money_20220705,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Caribbean_Central_Bank_Completes_Roll_Out_of_Pioneering_E_Money_20220705.pdf,0.5949689157090982
Jamaica,Crunchfish AB Preliminary Annual 2023216 WC000000003003241594,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Crunchfish AB Preliminary Annual 2023216 WC000000003003241594.pdf,0.594054010561159
Jamaica,Document Viewer,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Document Viewer.pdf,0.594054010561159
Jamaica,Prospectus_2025-4-14_SE000000003061572202_20250414,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/Prospectus_2025-4-14_SE000000003061572202_20250414.pdf,0.5656931832900022
Jamaica,What_Are_CBDCs_and_Why_Do_Central_Banks_Want_Them_-_QuickTake_20230803,/Users/satwik/Documents/CBDC_Sentiment_Project/cbdc/BB_Docs_20260325_082641/What_Are_CBDCs_and_Why_Do_Central_Banks_Want_Them_-_QuickTake_20230803.pdf,0.5928324988548804
