country,title,url,sentiment
Nigeria,"Stablecoins to replace old FX rails, but off-ramps remain a chokepoint",https://cointelegraph.com/news/stablecoins-replace-fx-rails-chokepoint,0.5420774491843526
Nigeria,"Profitable businesses Nigerians can start with $1,000",https://punchng.com/profitable-businesses-nigerians-can-start-with-1000/,0.5394298472808245
Nigeria,Rooted in partnership: Tinubu’s historic UK state visit,https://punchng.com/rooted-in-partnership-tinubus-historic-uk-state-visit/,0.5411258835835299
Nigeria,"Bitget Wallet Launches Bank Transfer in Bangladesh, Enabling Stablecoin Payouts to bKash and Nagad",https://www.globenewswire.com/news-release/2026/03/18/3258383/0/en/Bitget-Wallet-Launches-Bank-Transfer-in-Bangladesh-Enabling-Stablecoin-Payouts-to-bKash-and-Nagad.html,0.5490448454612293
Nigeria,"Meta vowed to stop illegal financial ads in Britain. It failed 1,000 times in a week",https://www.thehindubusinessline.com/money-and-banking/meta-vowed-to-stop-illegal-financial-ads-in-britain-it-failed-1000-times-in-a-week/article70756926.ece,0.5515538793104013
Nigeria,Ethereum Investor Druckenmiller Predicts Stablecoin-Led Payment Systems,http://www.newsbtc.com/news/ethereum/ethereum-stablecoin-payment-systems/,0.5529667237346898
Nigeria,Ripple Pushes XRP Global With Multi-Continent Expansion Drive,http://www.newsbtc.com/ripple-2/ripple-pushes-xrp-global/,0.5424314950418937
Nigeria,Middle East & Africa Luxury Goods Market Analysis Report 2026-2031: Advanced Authentication Technologies Combat Counterfeiting Surge,https://www.globenewswire.com/news-release/2026/03/16/3256450/28124/en/Middle-East-Africa-Luxury-Goods-Market-Analysis-Report-2026-2031-Advanced-Authentication-Technologies-Combat-Counterfeiting-Surge.html,0.5403871097068836
Nigeria,'We've got a live one.',https://www.nbcnews.com/investigations/north-korea-it-worker-scheme-nisos-fbi-rcna245025,0.5458461633618863
Nigeria,"Naira strengthens to N1,355 per dollar",https://punchng.com/?p=2092031,0.5673326385679894
Nigeria,Recapitalised banks key to Nigeria’s $1tn economy push – Cardoso,https://punchng.com/recapitalised-banks-key-to-nigerias-1tn-economy-push-cardoso/,0.5812043350518995
Nigeria,"Naira slips 1,385/$ amid Middle East tension",https://punchng.com/naira-slips-1385-amid-middle-east-tension/,0.57116461303009
Nigeria,Africa should invest in Digital Public Infrastructure to aid regional integration,https://blogs.lse.ac.uk/africaatlse/2026/03/17/africa-should-invest-in-digital-public-infrastructure-to-aid-regional-integration/,0.5684380721395327
Nigeria,OPay launches XtraCova to strengthen consumer trust in digital finance,https://punchng.com/opay-launches-xtracova-to-strengthen-consumer-trust-in-digital-finance/,0.57225681124733
Nigeria,Nigeria records $96bn crypto transactions – SEC,https://punchng.com/nigeria-records-96bn-crypto-transactions-sec/,0.5543692344922282
Nigeria,"Aliyu donates vehicle to Sokoto NUJ, reaffirms media partnership",https://punchng.com/aliyu-donates-vehicle-to-sokoto-nuj-reaffirms-media-partnership/,0.5553266639215144
Nigeria,Middle East & Africa Banking-as-a-Service (BaaS) Market Analysis and Forecast (2026-2031): Open-Banking APIs Unlock Middle East & Africa's BaaS Potential,https://www.globenewswire.com/news-release/2026/03/18/3257967/28124/en/Middle-East-Africa-Banking-as-a-Service-BaaS-Market-Analysis-and-Forecast-2026-2031-Open-Banking-APIs-Unlock-Middle-East-amp-Africa-s-BaaS-Potential.html,0.5583472211913023
Nigeria,Nigeria : La Banque centrale du Nigeria limite les changements de numéros de téléphone BVN à une seule fois,https://fr.allafrica.com/stories/202603160519.html,0.5341469920956992
Nigeria,"Multiple explosions rock northeastern Nigeria , leaving scores killed and injured , authorities say – Winnipeg Free Press",https://www.winnipegfreepress.com/world/2026/03/16/multiple-explosions-rock-northeastern-nigeria-leaving-scores-killed-and-injured-authorities-say,0.5872329664322152
Nigeria,Fintech Launches Faster Payment Platform for Crossborder Transactions – THISDAYLIVE,https://www.thisdaylive.com/2026/03/19/fintech-launches-faster-payment-platform-for-crossborder-transactions/,0.5676861324588981
Nigeria,Treasury Single Account : How Remita delivered Nigeria most successful technology reform,https://dailypost.ng/2026/03/16/treasury-single-account-how-remita-delivered-nigerias-most-successful-technology-reform/,0.5404503189489236
Nigeria,Dickson announces launch of NDC digital membership registration platform,https://www.thecable.ng/dickson-announces-launch-of-ndc-digital-membership-registration-platform/,0.566412864927962
Nigeria,"MTN Group augmente ses dividendes de 45 %, dépassant les attentes",https://www.financialafrik.com/2026/03/16/mtn-group-augmente-ses-dividendes-de-45-depassant-les-attentes/,0.5492562243160352
Nigeria,Why Nigeria next unicorns will be built on regulation,https://techcabal.com/2026/03/20/why-nigerias-next-unicorns-will-be-built-on-regulation/,0.5562028129689642
Nigeria,Cashless Airports And The Lessons Nigeria Must Learn,https://dailytrust.com/cashless-airports-and-the-lessons-nigeria-must-learn/,0.53376773771421
Nigeria,"Nigeria : Tackling Illegal Sales , Fake Developers and Money Laundering in Real Estate Sector",https://allafrica.com/stories/202603200216.html,0.5500740313177324
Nigeria,NERC seeks fintech collaboration to ease payments in power sector,https://hallmarknews.com/nerc-seeks-fintech-collaboration-to-ease-payments-in-power-sector/,0.5382422351840147
Nigeria,Signature Bank Exceeds CBN Recapitalisation Threshold After Raising Capital To N52bn,https://dailytrust.com/signature-bank-exceeds-cbns-recapitalisation-threshold-after-raising-capital-to-n52bn/,0.5888940786997829
Nigeria,Nigeria moves 50 - block oil auction to bidding stage as NUPRC shortlists firms,https://hallmarknews.com/nigeria-moves-50-block-oil-auction-to-bidding-stage-as-nuprc-shortlists-firms/,0.5703505843073075
Nigeria,The Chilling Effect Of Insolvency On The Exit Trail | Africa News,https://africa.com/the-chilling-effect-of-insolvency-on-the-exit-trail/,0.5499078209219401
Nigeria,FinancialContent - The Gateway to the Global South : A Research Deep - Dive into dLocal Limited ( DLO ) ,https://markets.financialcontent.com/stocks/article/finterra-2026-3-19-the-gateway-to-the-global-south-a-research-deep-dive-into-dlocal-limited-dlo,0.5277369656056834
Nigeria,"MTN MoMo crosses $500bn as lending triples , but Nigeria still lags",https://technext24.com/2026/03/16/mtn-momo-500b-lending-nigeria-gap-2025/,0.5449316532521289
Nigeria,  Im not thinking of leaving : The need to keep sending money back to their families traps African migrants in the Gulf states | International,https://english.elpais.com/international/2026-03-22/im-not-thinking-of-leaving-the-need-to-keep-sending-money-back-to-their-families-traps-african-migrants-in-the-gulf-states.html,0.5409489827195454
Nigeria,"Sokoto : Aliyu donates vehicle to NUJ council , assures journalists of press freedom",https://blueprint.ng/sokoto-aliyu-donates-vehicle-to-nuj-council-assures-journalists-of-press-freedom/,0.5637054218583548
