country,title,url,sentiment
India,Senate housing bill amendment proposes to block US CBDC until 2030,https://cointelegraph.com/news/fed-blocked-issuing-cbdc-until-2030-proposed-bill,0.6094228757141426
India,"IT Dept expands reporting framework by including crypto, CBDC",https://www.thehindubusinessline.com/economy/it-dept-expands-reporting-framework-by-including-crypto-cbdc/article70711651.ece,0.5658297490992362
India,Quick money transfer to Dubai? Central banks are stepping in to help,https://www.livemint.com/industry/banking/rbi-plans-e-rupee-bridge-with-uae-to-speed-up-remittances-dubai-abu-dhabi-sharjah-cbdc-11772700620924.html,0.5598279494514865
India,"RBI monitoring IDFC First Bank fraud, sees no systemic risk: Sanjay Malhotra",https://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-monitoring-idfc-first-bank-fraud-sees-no-systemic-risk-sanjay-malhotra/articleshow/128735456.cms,0.5465306361529756
India,XRP’s Moment: Strait Of Hormuz Chaos Could Trigger Ripple’s New Financial Era — Here’s How,http://www.newsbtc.com/xrp-news/xrps-moment-strait-of-hormuz/,0.624522529074142
India,"Rahul Gandhi spreading lies over India's trade deals with US, EU; farmers fully protected: Amit Shah",https://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhi-spreading-lies-over-indias-trade-deals-with-us-eu-farmers-fully-protected-amit-shah/articleshow/128381289.cms,0.5765291305384552
India,India tightens tax compliance on crypto and digital assets,https://economictimes.indiatimes.com/industry/banking/finance/india-tightens-tax-compliance-on-crypto-and-digital-assets/articleshow/129171305.cms,0.5351632254260877
India,"RBI monitoring IDFC First Bank fraud, sees no systemic risk: Sanjay Malhotra",https://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-monitoring-idfc-first-bank-fraud-sees-no-systemic-risk-sanjay-malhotra/articleshow/128727683.cms,0.5465306361529756
India,"Draft Income Tax Rules, 2026: Will the old tax regime regain its edge after proposed allowance upgrades?",https://economictimes.indiatimes.com/wealth/tax/draft-income-tax-rules-2026-will-the-old-tax-regime-regain-its-edge-after-proposed-allowance-upgrades/articleshow/128332443.cms,0.5780259911634338
India,"Banks to seek more details from account holders under amended Income Tax Rules, 1962; check what new information you may have to share",https://economictimes.indiatimes.com/wealth/tax/banks-to-seek-more-details-from-account-holders-under-amended-income-tax-rules-1962-check-what-new-information-you-may-have-to-share/articleshow/129499779.cms,0.5631331433599307
