country,title,url,sentiment
China,China’s key NPC meeting comes to a close as lower growth target set,https://www.aljazeera.com/news/2026/3/12/chinas-key-npc-meeting-comes-to-a-close-as-lower-growth-target-set,0.6212227304574537
China,"If you want the next OnePlus flagship, you might have to dig deeper in those pockets this fall",https://www.phonearena.com/news/new-oneplus-flagship-price-rumor_id178669,0.5710821454989208
China,Digital ecosystem makes China travels a breeze for Malaysians,https://www.thestar.com.my/news/nation/2026/02/25/digital-ecosystem-makes-china-travels-a-breeze-for-malaysians,0.5318348610226062
China,ECB targets 2027 digital euro pilot as provider selection begins in Q1 2026,https://cointelegraph.com/news/ecb-digital-euro-pilot-2027-psp-selection-2026-cipollone,0.5721617212109076
China,Robots and Draco Malfoy: How China is celebrating the Year of the Horse,https://www.nbcnews.com/world/china/robots-draco-malfoy-china-celebrating-year-horse-rcna258878,0.5452197875941873
China,Morgan Stanley applies for OCC bank charter to custody crypto,https://cointelegraph.com/news/morgan-stanley-applies-bank-charter-custody-trade-stake-crypto,0.6021831138543412
China,"Pinduoduo, Temu’s parent company: The formula for its success: marketing + transactions",https://www.merca20.com/pinduoduo-temus-parent-company-the-formula-for-its-success-marketing-transactions/,0.5710017864610695
China,Nansen to set up Bhutan entity in Gelephu Mindfulness City,https://cointelegraph.com/news/nansen-to-set-up-bhutan-entity-in-gelephu-mindfulness-city-to-support-digital-asset-ecosystem,0.5234261900726713
China,Dubai regulator orders KuCoin entities to stop unlicensed operations,https://cointelegraph.com/news/dubai-vara-kucoin-unlicensed-crypto-activity-warning,0.5769893644415731
China,ESMA warns crypto perpetual derivatives likely fall under CFD rules,https://cointelegraph.com/news/crypto-derivatives-eu-regulations-esma,0.5338113758714559
China,"Revolut makes second attempt at US bank charter, names new US CEO",https://cointelegraph.com/news/revolut-second-us-bank-charter-application-new-us-ceo,0.5845036807877586
China,China’s Alibaba joins stablecoin platform MetaComp’s $35M fundraise,https://cointelegraph.com/news/alibaba-35-million-raise-stablecoin-platform-metacomp,0.567867265785017
China,"Ray Dalio cautions on Bitcoin, says ‘there is only one gold’",https://cointelegraph.com/news/ray-dalio-cautions-bitcoin-safe-haven-asset,0.5778813752073114
China,Crypto exchange network is helping Russia skirt sanctions: Elliptic,https://cointelegraph.com/news/crypto-exchange-network-helping-russia-skirt-sanctions-elliptic,0.5637777555619624
China,Petrodollar Apocalypse: How the greenback’s death spiral will trigger WWIII,https://www.naturalnews.com/2026-03-11-petrodollar-apocalypse-greenback-death-spiral-trigger-wwiii.html,0.5680859789910232
China,"Pine Labs to launch stablecoin payments outside India, CEO says",https://www.thehindubusinessline.com/money-and-banking/pine-labs-to-launch-stablecoin-payments-outside-india-ceo-says/article70695207.ece,0.5582535502565564
China,Why yen stablecoins are key to Japan’s crypto ambitions,https://cointelegraph.com/news/yen-stablecoins-japan-crypto-ambitions,0.5669481723418008
China,The Perfect Travel Match: Wizzmoni partners with KL Rahul & Athiya Shetty,https://www.thehindubusinessline.com/brandhub/pr-release/the-perfect-travel-match-wizzmoni-partners-with-kl-rahul-amp-athiya-shetty/article70666528.ece,0.5610296450442296
China,"China Prepaid Card and Digital Wallet Intelligence Report 2026: A $500+ Billion Market by 2030 - Alipay, WeChat Pay and Emerging Regulated Players Such as Douyin Pay & Petal Pay Intensify Competition",https://www.globenewswire.com/news-release/2026/02/27/3246343/28124/en/China-Prepaid-Card-and-Digital-Wallet-Intelligence-Report-2026-A-500-Billion-Market-by-2030-Alipay-WeChat-Pay-and-Emerging-Regulated-Players-Such-as-Douyin-Pay-Petal-Pay-Intensify-.html,0.5538527046342657
China,China touts high-tech push as rivalry with US intensifies,https://economictimes.indiatimes.com/tech/technology/china-touts-high-tech-push-as-rivalry-with-us-intensifies/articleshow/129066343.cms,0.5482871606972533
China,"Fintech Pine Labs to launch stablecoin payments outside India, CEO says",https://economictimes.indiatimes.com/tech/technology/fintech-pine-labs-to-launch-stablecoin-payments-outside-india-ceo-says/articleshow/128945276.cms,0.5582535502565563
China,Does Internet use alleviate household financial vulnerability? An empirical analysis based on panel data from China Family Panel Studies (CFPS),https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0343501,0.5602569501135563
China,"The Real Agenda Behind Venezuela, Iran & Greenland",https://www.activistpost.com/the-real-agenda-behind-venezuela-iran-greenland/,0.5613996557456551
China,U.S. Senate votes to ban CBDCs in housing bill that may face trouble in the House,https://www.coindesk.com/policy/2026/03/12/u-s-senate-votes-to-ban-cbdcs-in-housing-bill-that-may-face-trouble-in-the-house,0.6208926512979814
China,Senate housing bill amendment proposes to block US CBDC until 2030,https://cointelegraph.com/news/fed-blocked-issuing-cbdc-until-2030-proposed-bill,0.6094228757141426
China,Shadows of the New World Order: Exposing the globalist plot to crush freedom,https://www.naturalnews.com/2026-02-20-exposing-the-globalist-plot-to-crush-freedom.html,0.5845633356407565
China,The BRICS Awakening: Why the dollar’s collapse is inevitable,https://www.naturalnews.com/2026-02-23-the-brics-awakening-why-dollar-collapse-inevitable.html,0.6011273010142911
China,Republican opposition to CBDC could hold up housing affordability bill,https://cointelegraph.com/features/republican-opposition-cbdc-housing-affordability-bill,0.5856224771410878
China,Enraged Trump threatens banks trying to 'undermine' his agenda,https://www.rawstory.com/trump-2675550488/,0.5701706985241305
China,"Banks can’t seem to service crypto, even as it goes mainstream",https://cointelegraph.com/news/banks-service-crypto-even-mainstream,0.5271320051632445
China,Christine Lagarde: Interview with Wall Street Journal,https://www.ecb.europa.eu/press/inter/date/2026/html/ecb.in260221~a2c547fb40.en.html,0.6084242381506093
China,"Stablecoins could finally bring cross-border payments into the digital age, argues XTransfer CEO Bill Deng",https://fortune.com/2026/02/23/stablecoins-xtransfer-ceo-bill-deng-cross-border/,0.5729512193485664
China,Meeting of 4-5 February 2026,https://www.ecb.europa.eu/press/accounts/2026/html/ecb.mg260305~4a9b7afe1c.en.html,0.5325959640923896
China,Gold and silver prices plunge due to strong dollar and fading Fed rate cut expectations,https://www.naturalnews.com/2026-03-05-gold-silver-prices-plunge-due-to-strong-dollar.html,0.6266779509819154
China,Political Pressure on Binance: A Threat to Decentralization and Financial Freedom,https://www.naturalnews.com/2026-03-04-political-pressure-binance-threat-decentralization-financial-freedom.html,0.5954900299456973
China,The AI Replacement Doom Loop: Why UBI Won’t Save Us and What Comes Next,https://www.naturalnews.com/2026-02-25-the-ai-replacement-doom-loop.html,0.5824784775027882
China,XRP’s Moment: Strait Of Hormuz Chaos Could Trigger Ripple’s New Financial Era — Here’s How,http://www.newsbtc.com/xrp-news/xrps-moment-strait-of-hormuz/,0.624522529074142
China,The AI Replacement Doom Loop: Why UBI Won’t Save Us and What Comes Next,https://www.shtfplan.com/technology/the-ai-replacement-doom-loop-why-ubi-wont-save-us-and-what-comes-next,0.5824784775027882
China,What India Wants From BRICS,http://foreignpolicy.com/2026/02/25/india-brics-global-south-ai-summit-leadership/,0.5455816208454249
China,THIS Will Turbocharge the Metals Bull Market,https://dailyreckoning.com/this-will-turbocharge-the-metals-bull-market/,0.5113166503952452
China,How does Trump influence the price of Bitcoin?,https://cointelegraph.com/news/how-does-trump-influence-bitcoin-price,0.6276781110609093
China,"Not doomsday, AI will Ring in modernisation: C S Venkatakrishnan, Barclays",https://economictimes.indiatimes.com/markets/expert-view/not-doomsday-ai-will-ring-in-modernisation-c-s-venkatakrishnan-barclays/articleshow/128531876.cms,0.5762354823524207
China,Chinese Debates on a Fragmenting Global Order | Sinification: February 2026,https://sinocism.com/p/chinese-debates-on-a-fragmenting,0.5472696965914161
China,Is China using US Bitcoin ETFs as a backdoor? Mystery Hong Kong firm invested $436M in BlackRock’s IBIT,https://cryptoslate.com/is-china-using-us-bitcoin-etfs-as-a-backdoor-mystery-hong-kong-firm-invested-436m-in-blackrocks-bitcoin-etf/,0.5754942347444482
China,Dollar Demise is Plan Trump,https://www.activistpost.com/dollar-demise-is-plan-trump/,0.5536972926779686
China,Crypto Investors Cautious as Iran Conflict Continues,https://www.pymnts.com/cryptocurrency/2026/crypto-investors-cautious-iran-conflict-continues/,0.5552355912704598
China,Trading Cash for a Government Digital Leash,https://freerepublic.com/focus/f-chat/4367457/posts,0.5619289978044554
China,"ED probes 234 cyber frauds, tracks crypto links to China",https://economictimes.indiatimes.com/news/india/ed-probes-234-cyber-frauds-tracks-crypto-links-to-china/articleshow/128434913.cms,0.5371605560698903
China,"Sir John Key backs digital banking, hits out at Reserve Bank push for more cash access",https://www.nzherald.co.nz/technology/john-key-backs-digital-banking-hits-out-at-reserve-bank-push-for-more-cash-access/premium/G67Z3TGIMRFKHHY62ADUYIQPE4/,0.6505469806118874
China,Is Bitcoin The Poor Man’s Hedge Against Inflation? Coinbase CEO Thinks So,http://www.newsbtc.com/news/bitcoin/is-bitcoin-the-poor-mans-hedge-against-inflation-coinbase-ceo-thinks-so/,0.5678694422873242
China,South Korea moves to block USDT and USDC from corporate trading – Details,https://ambcrypto.com/south-korea-moves-to-block-usdt-and-usdc-from-corporate-trading-details/,0.5659992614388325
China,"BUREAU VERITAS - Sector-leading organic revenue growth of 6.5% in FY 2025, strong margin improvement to 16.3% in FY 2025, positive growth outlook with continued margin expansion in 2026 and new EUR 200 million share buyback",https://www.globenewswire.com/news-release/2026/02/25/3244255/0/en/BUREAU-VERITAS-Sector-leading-organic-revenue-growth-of-6-5-in-FY-2025-strong-margin-improvement-to-16-3-in-FY-2025-positive-growth-outlook-with-continued-margin-expansion-in-2026-.html,0.5333182910846102
China,Blueprint for Genocide: The Trump Administration’s $55 Billion Network of Domestic ‘Concentration Camps’,https://www.activistpost.com/blueprint-for-genocide-the-trump-administrations-55-billion-network-of-domestic-concentration-camps/,0.5888881775078709
China,Aurora Mobile Limited Announces Fourth Quarter and Fiscal Year 2025 Unaudited Financial Results,https://www.globenewswire.com/news-release/2026/03/12/3254425/0/en/Aurora-Mobile-Limited-Announces-Fourth-Quarter-and-Fiscal-Year-2025-Unaudited-Financial-Results.html,0.5079651667394589
China,China to roll out action plan for digital yuan expansion,https://www.thenews.com.pk/latest/1386518-china-to-roll-out-action-plan-for-digital-yuan-expansion,0.6005459921998338
China,China says to launch digital currency action plan,https://www.geo.tv/latest/642158-china-says-to-launch-digital-currency-action-plan,0.595620249307983
China,China to enhance digital yuan management with deposit features starting 2026,http://www.china.org.cn/2025-12/30/content_118252822.shtml,0.5651168369626651
China,Digital Yuan Stocks Surge as China Approves Interest - Bearing Wallets for 2026,https://bravenewcoin.com/insights/digital-yuan-stocks-surge-as-china-approves-interest-bearing-wallets-for-2026,0.5744375179718045
China,China anuncia que lanzará un plan de acción con monedas digitales,https://www.eleconomista.com.mx/economia/china-anuncia-lanzara-plan-accion-monedas-digitales-20251229-793160.html,0.5928564608653395
China,"Cina , dal primo gennaio le banche pagheranno interessi sui depositi in yuan digitali",https://www.milanofinanza.it/news/cina-dal-primo-gennaio-le-banche-pagheranno-interessi-sui-depositi-in-yuan-digitali-202512291234598263,0.5531558391339374
China,China anuncia plano de ao com moedas digitais,https://www.correiobraziliense.com.br/economia/2025/12/7322764-china-anuncia-plano-de-acao-com-moedas-digitais.html,0.5901817067339542
China,China anuncia plano de ao com moedas digitais,http://www.em.com.br/internacional/2025/12/7322673-china-anuncia-plano-de-acao-com-moedas-digitais.html,0.5901817067339542
