country,title,url,sentiment
China,MOEA establishes high-speed silicon photonics verification lab to shorten development timelines,https://www.digitimes.com/news/a20260317PD218/siph-development-moea-taiwan-2026.html,0.5034676228076491
China,Apple Cuts App Store Fees in China,https://www.iphoneincanada.ca/2026/03/13/apple-cuts-app-store-fees-in-china/,0.5397687683691909
China,Apple lowers App Store commission fees after CCP pressure,https://macdailynews.com/2026/03/13/apple-lowers-app-store-commission-fees-after-ccp-pressure/,0.5404119917990223
China,Alibaba reveals OpenClaw app — despite the Chinese government recently cracking down on the platform,https://www.techradar.com/pro/security/alibaba-reveals-openclaw-app-despite-the-chinese-government-recently-cracking-down-on-the-platform,0.5493929609581938
China,China’s Alibaba joins stablecoin platform MetaComp’s $35M fundraise,https://cointelegraph.com/news/alibaba-35-million-raise-stablecoin-platform-metacomp,0.561380310031432
China,Investigation: UK spends millions on VPNs as government weighs ban for children,https://www.techradar.com/vpn/vpn-privacy-security/investigation-uk-spends-millions-on-vpns-as-government-weighs-ban-for-children,0.5245776746851109
China,China tech giant Tencent bets on AI agents,https://japantoday.com/category/tech/china-tech-giant-tencent-bets-on-ai-agents,0.5445516240250641
China,Apple cuts App Store commission rates in Mainland China following talks with regulators,http://technode.com/2026/03/13/apple-cuts-app-store-commission-rates-in-mainland-china-following-talks-with-regulators/,0.5629365850315718
China,"Petroyuan is a geopolitical signal, not a monetary system",https://www.thehindubusinessline.com/opinion/petroyuan-is-a-geopolitical-signal-not-a-monetary-system/article70753992.ece,0.5426081851788426
China,Shadows of Power: A deep dive into the hidden forces shaping America’s future,https://www.naturalnews.com/2026-03-16-shadows-of-power-hidden-forces-shaping-americas-future.html,0.5625267072724334
China,"China: Cybercrime Bill Entrenches Censorship, Surveillance",https://www.hrw.org/news/2026/03/17/china-cybercrime-bill-entrenches-censorship-surveillance,0.5443072929474662
China,"Cyber pets, blind dates, and stock trading: How Chinese users are jumping on the OpenClaw craze",https://www.businessinsider.com/china-openclaw-craze-lobster-stock-trading-blind-dates-cyber-pets-2026-3,0.5411445654854086
China,"HSBC, Standard Chartered To Receive First Stablecoin Licenses In Hong Kong – Report",https://bitcoinist.com/hsbc-standard-chartered-stablecoin-hong-kong/,0.5559286040816777
China,Labubu creators hope for monster film hit in Sony co-production,https://www.digitaljournal.com/entertainment/labubu-creators-hope-for-monster-film-hit-in-sony-co-production/article,0.5254605725660152
China,"At just 12, she invested Rs 5.9 lakh, opened a shop and hired her mother. Her 'smart' business strategy is shocking the internet",https://economictimes.indiatimes.com/news/new-updates/at-just-12-she-invested-rs-5-9-lakh-opened-a-shop-and-hired-her-mother-her-smart-strategy-is-shocking-the-internet/articleshow/129627425.cms,0.5152901612316376
China,Collectible Design: The Emerging Market Where Art Meets Commerce,https://www.designer-daily.com/collectible-design-the-emerging-market-where-art-meets-commerce-212504,0.5328711698718376
China,opencode-monitor added to PyPI,https://pypi.org/project/opencode-monitor/,0.5469568245546337
China,"India would do well to separate US the nation, from its misrepresentative Trump",https://economictimes.indiatimes.com/opinion/et-commentary/india-would-do-well-to-separate-us-the-nation-from-its-misrepresentative-trump/articleshow/129638824.cms,0.5523969916173912
China,Tencent seizes momentum in China’s AI race against Alibaba,https://economictimes.indiatimes.com/tech/artificial-intelligence/tencent-seizes-momentum-in-chinas-ai-race-against-alibaba/articleshow/129646458.cms,0.5281258489623377
China,UP Fintech Holding Limited Reports Unaudited Fourth Quarter And Full Year 2025 Financial Results,https://www.globenewswire.com/news-release/2026/03/19/3258768/0/en/UP-Fintech-Holding-Limited-Reports-Unaudited-Fourth-Quarter-And-Full-Year-2025-Financial-Results.html,0.5160012818692784
China,'We've got a live one.',https://www.nbcnews.com/investigations/north-korea-it-worker-scheme-nisos-fbi-rcna245025,0.5421263163887734
China,"The Real Agenda Behind Venezuela, Iran & Greenland",https://www.activistpost.com/the-real-agenda-behind-venezuela-iran-greenland/,0.536116896296751
China,Catalytic Proximal Protein Oligomerization as an Anti-Tumor Strategy Targeting WDR5,https://www.nature.com/articles/s41467-026-70409-z,0.5328678433174477
